enable_recrudescence,age_based_probability_of_seeking_treatment,factor_effect_age_mature_immunity,beta,immune_effect_on_progression_to_clinical,max_clinical_probability,midpoint,mean_pfpr,mean_eir,mean_population,total_clinical_episodes,avg_clinical_episodes_per_1000,total_treatments,avg_treatments_per_1000,mean_immunity_all,mean_immunity_under5,mean_immunity_2to10
True,0.9,1.0,0.15,10,0.9,0.1,11.28796285984935,7.189133178705991,59826.333333333336,36721,613.7932571498616,20128,336.4404749302147,0.27954158523168116,0.04642891220620133,0.14580935275952242
True,0.9,1.0,0.15,10,0.9,0.05,11.42902934308385,7.453614568296949,60568.083333333336,22059,364.20171790148,12928,213.44575044337157,0.2980571807839931,0.05535741436972779,0.17817853324512925
True,0.9,1.0,0.15,10,0.9,0.2,11.760001550171884,7.2697727443173505,59210.666666666664,64869,1095.562736443884,33804,570.9106467303188,0.25509512421591546,0.041683666822756406,0.11476637973462471
True,0.9,1.0,0.15,10,0.95,0.2,12.091453753054651,7.763672922597532,58640.083333333336,75666,1290.346051691036,39029,665.5686312405763,0.2537607120589635,0.04000126000805956,0.10374520119835136
True,0.9,1.0,0.15,10,0.95,0.1,11.325397885653393,7.144184767266979,59573.833333333336,42000,705.0075116871781,23123,388.14020697006237,0.27473103567326734,0.04266689128360551,0.13627209403042517
True,0.9,1.0,0.15,10,0.95,0.02,11.961954808861927,7.580295923438256,61016.083333333336,13860,227.15322326217267,8406,137.76695488757744,0.3076173612620373,0.06568311204043731,0.19950451162669447
True,0.9,1.0,0.15,10,0.95,0.05,11.331996968457425,7.220521915137707,60346.833333333336,24955,413.526255174947,14620,242.2662332461521,0.293242047544132,0.05087138752349351,0.1676051318944408
True,0.9,1.0,0.15,10,0.99,0.2,12.02486930669095,7.825452727680226,58541.833333333336,83487,1426.1083954209382,43116,736.4989708214354,0.24582208750840728,0.03870376275352496,0.09476018963062917
True,0.9,1.0,0.15,10,0.99,0.1,10.853061895614516,6.986705570318336,59454.75,46076,774.9759270705873,25162,423.2126112715973,0.2667737415836097,0.03947828419289857,0.12068027385070672
True,0.9,1.0,0.15,10,0.99,0.05,10.965755730537945,7.396433443936086,60305.583333333336,26522,439.793440905831,15674,259.9095993046525,0.2901227998830023,0.047400929585540756,0.15746945970749981
True,0.9,1.0,0.15,10,0.99,0.02,11.806837781228921,7.543637012683566,61243.833333333336,15738,256.972810868033,9591,156.6035219872477,0.3060874767815946,0.06169829757846574,0.19291765860660248
True,0.9,1.0,0.15,15,0.9,0.02,12.021615754563314,7.642135804430121,61114.083333333336,12959,212.04605048754448,7864,128.6773779638899,0.3096956290156662,0.06877580769588691,0.2044974966225381
True,0.9,1.0,0.15,15,0.9,0.05,11.572356488320368,7.371366280327863,60519.083333333336,22923,378.7730867260878,13476,222.67356439910827,0.2972106352244968,0.05535810358759144,0.17507314329218623
True,0.9,1.0,0.15,15,0.9,0.1,11.427714157519574,7.04979641490165,60133.166666666664,38136,634.1924451010119,21034,349.79032646986275,0.2778301360420289,0.04603400103542793,0.14279897295217317
True,0.9,1.0,0.15,15,0.9,0.2,11.77806624589939,7.589913349355402,58903.416666666664,65791,1116.9301158252,34239,581.2735820361298,0.2572837666166247,0.04215480367728761,0.11121996004278879
True,0.9,1.0,0.15,15,0.95,0.1,11.123257530530173,7.189596356865561,59819.666666666664,42408,708.9307306961479,23677,395.80628444380056,0.2724013932571295,0.041971493055037105,0.1322494036985097
True,0.9,1.0,0.15,15,0.95,0.2,11.837034226686237,7.598932157350849,58766.25,74634,1270.0146767915257,38168,649.4884393678344,0.2504270042997517,0.039397969576891664,0.10222814292004356
True,0.9,1.0,0.15,15,0.95,0.02,12.118323532979794,7.829156922844761,61031.083333333336,14154,231.91461181665628,8586,140.68241183112977,0.3110490604190687,0.06814463606108144,0.20165648724699034
True,0.9,1.0,0.15,15,0.95,0.05,11.375872687130547,7.2984819514337325,60519.666666666664,25352,418.9051492903134,14870,245.70525283792045,0.2934438721386635,0.05114906838305564,0.1652925026920458
True,0.9,1.0,0.15,15,0.99,0.1,10.999384806549552,6.997794984177136,59753.416666666664,46623,780.2566380444075,25514,426.9881359643312,0.26574139171180017,0.03840888091541472,0.11869386421380623
True,0.9,1.0,0.15,15,0.99,0.2,11.816811202564523,7.5894966124649805,58646.0,84720,1444.5998022030487,43468,741.192920233264,0.24042093268115358,0.03672694547080906,0.09098955134551746
True,0.9,1.0,0.15,15,0.99,0.05,11.239376280331092,7.160692709418217,60309.583333333336,28353,470.1242892575116,16343,270.98512536012106,0.28860781500960325,0.04660252229365162,0.15161344447057426
True,0.9,1.0,0.15,15,0.99,0.02,11.984971100514057,7.918575190756954,61155.5,15659,256.0521948148572,9556,156.25740939081524,0.3105574713721871,0.06315141237506129,0.1983778594397001
True,0.9,1.0,0.2,5,0.9,0.05,13.828706554212252,10.806033997264693,60005.583333333336,21439,357.28341945957806,13066,217.74640415405787,0.3542839130177742,0.0660736182217825,0.22228913207213116
True,0.9,1.0,0.2,5,0.9,0.1,13.617962811010733,10.528723668794939,59278.916666666664,35571,600.0615733249737,20540,346.4975602624317,0.33987741089628964,0.05399405109004774,0.18437806348472122
True,0.9,1.0,0.2,5,0.9,0.02,14.925025573156567,11.548118915775007,61039.5,13237,216.85957453779932,8190,134.17541100434966,0.36737808731494725,0.08254343028339864,0.2506373319570875
True,0.9,1.0,0.2,5,0.9,0.2,14.074249062858732,10.976567052399249,58220.916666666664,66044,1134.368948158666,35421,608.3895965224411,0.3186850452579338,0.04762136681582039,0.15091913730019785
True,0.9,1.0,0.2,5,0.95,0.05,14.073970944792359,10.774907563907869,60129.333333333336,25282,420.4603410426414,15320,254.78413198217174,0.3533437421232104,0.060638533495294,0.21049391124268724
True,0.9,1.0,0.2,5,0.95,0.1,13.260987574215504,10.555934965492769,59143.583333333336,38605,652.7335312509246,22311,377.23449852970805,0.33520479127032693,0.048893478213515223,0.1743104646960287
True,0.9,1.0,0.2,5,0.95,0.2,13.823523473649935,10.779781360494995,58170.583333333336,72634,1248.637985694373,38601,663.5828246522082,0.3100191554493759,0.044692456344732547,0.134507892975427
True,0.9,1.0,0.2,5,0.95,0.02,14.43345029650169,11.511797876544678,60944.25,14299,234.62426726065218,8954,146.92116155338692,0.36541284527502027,0.07957265220601487,0.24625148674352063
True,0.9,1.0,0.2,5,0.99,0.2,14.103761375754528,10.986453934021624,57729.666666666664,81645,1414.2641853697407,43050,745.7171067446548,0.3042196085294294,0.04340380709263376,0.12364440803789273
True,0.9,1.0,0.2,5,0.99,0.1,13.165081966486014,10.058515872265952,59095.5,43488,735.8935959590832,24812,419.8627645082959,0.32743430120425276,0.044708189787241136,0.15855713384763168
True,0.9,1.0,0.2,5,0.99,0.02,14.512008149366894,11.555426751467072,60804.166666666664,15870,261.00185020215173,10006,164.56109093400948,0.36558567392689584,0.077233502149359,0.24372499345446538
True,0.9,1.0,0.2,5,0.99,0.05,13.563753684424007,10.894973519545664,60041.166666666664,26918,448.325732067165,16194,269.71494557900553,0.3499596622936029,0.05683410369193445,0.20570244545529093
True,0.9,1.0,0.2,10,0.9,0.05,14.059679597269664,11.14839600447714,60296.0,22769,377.6204059970811,13882,230.23086108531245,0.3568794232278066,0.06612632963770601,0.22507801394847826
True,0.9,1.0,0.2,10,0.9,0.1,13.387790979159606,10.606315209342794,59373.666666666664,35953,605.5378085683328,20886,351.7721099701888,0.3379293048461823,0.05232956596035085,0.18301114029641086
True,0.9,1.0,0.2,10,0.9,0.02,14.737421747282363,11.657838347255728,61216.583333333336,13473,220.08742184511547,8380,136.89101128642972,0.3676372620982858,0.08200629022635579,0.2556853556912245
True,0.9,1.0,0.2,10,0.9,0.2,13.68151983393336,10.670260386454265,58247.916666666664,65419,1123.1131299402696,35060,601.9099395543475,0.31288959282954004,0.04718378492879136,0.1414387360718907
True,0.9,1.0,0.2,10,0.95,0.05,13.799514527648343,10.870017919592387,59809.416666666664,24711,413.1623643434075,15021,251.14774290001714,0.3534762759760546,0.060787557412395915,0.20989677269803095
True,0.9,1.0,0.2,10,0.95,0.02,14.45867637646066,11.70567515773192,60682.333333333336,14494,238.85040676308864,9113,150.17550412805483,0.3665652830456309,0.07918547731685024,0.2435687672169675
True,0.9,1.0,0.2,10,0.95,0.2,13.912999256518026,10.677030996692437,57983.583333333336,76696,1322.7192179395604,40375,696.3177796014102,0.3047200821278487,0.043721568118725025,0.12613533932679097
True,0.9,1.0,0.2,10,0.95,0.1,13.466400198881546,10.849370300182697,59165.333333333336,40969,692.4494073105873,23540,397.86812097174015,0.3377514839706106,0.0496598823934134,0.1709394412503975
True,0.9,1.0,0.2,10,0.99,0.1,13.337285445404566,10.547220554469831,58914.0,45238,767.8650235937129,25909,439.77662355297554,0.3324766568484036,0.04515432137360404,0.15825308565691967
True,0.9,1.0,0.2,10,0.99,0.2,14.089093394074737,10.989624569678655,57568.25,84041,1459.849830418677,44402,771.293204153331,0.3034550442514757,0.043601289593271024,0.12262789430222437
True,0.9,1.0,0.2,10,0.99,0.05,13.690680674468028,10.766213547302783,60037.5,27867,464.15990006246096,16887,281.2742036227358,0.34906851567070757,0.055073056930431484,0.2000235967227029
True,0.9,1.0,0.2,10,0.99,0.02,14.592162837872253,11.35687693260473,60701.166666666664,16352,269.3852671694943,10118,166.68542889071324,0.36467036975504713,0.07431899049832082,0.2405847572949756
True,0.9,1.0,0.2,15,0.9,0.05,13.837904732416556,10.692761943568383,60183.75,22871,380.0195235424845,13764,228.6996074521777,0.3527717223697245,0.06367629114184732,0.2140947432913065
True,0.9,1.0,0.2,15,0.9,0.1,13.600923503336402,10.460294333964134,59491.25,37349,627.8066102157879,21609,363.2298867480512,0.3366619108890278,0.051193742353597575,0.18058114086983434
True,0.9,1.0,0.2,15,0.9,0.2,13.90673049876487,11.11426344505807,57920.75,65823,1136.4321076643519,35333,610.0231782219671,0.3174653024093404,0.04816539093678124,0.1461428108802495
True,0.9,1.0,0.2,15,0.9,0.02,15.0021179002251,11.78316793661464,61128.333333333336,13710,224.28224773018513,8623,141.06388199689175,0.37085795665068266,0.0826591338645125,0.25301885453519934
True,0.9,1.0,0.2,15,0.95,0.02,14.463661734034716,11.770318031326388,60684.25,14581,240.27651326332617,9062,149.3303451884138,0.36800169803744537,0.07768999222404242,0.2482383286139304
True,0.9,1.0,0.2,15,0.95,0.1,13.336676743190113,10.471439523949213,59207.25,41054,693.3948122907245,23721,400.6435022737925,0.3332337755218571,0.04766598862039154,0.16893195388310214
True,0.9,1.0,0.2,15,0.95,0.05,13.40202427875054,10.697282184682308,59940.75,24921,415.760563556512,14976,249.8467236395941,0.3507148491857488,0.05773551203403262,0.20780852416404905
True,0.9,1.0,0.2,15,0.95,0.2,13.93732611261892,10.949893037606387,57828.083333333336,75422,1304.2451980511198,39949,690.8235185614832,0.3084510116812888,0.045349161855528314,0.1292320943957068
True,0.9,1.0,0.2,15,0.99,0.1,13.180524596960622,10.559537485295664,58815.333333333336,45184,768.235040749011,25822,439.0351722339979,0.3299719032153467,0.044925504329923316,0.1550952449375015
True,0.9,1.0,0.2,15,0.99,0.02,14.555153249448837,11.386438133538064,60829.833333333336,16671,274.0596034292384,10367,170.42624370169244,0.3645716669409715,0.07235823977543353,0.24025075014575417
True,0.9,1.0,0.2,15,0.99,0.05,13.475312400316701,10.878695190983507,59799.75,27403,458.24606290160074,16829,281.42258119808196,0.35003374744428944,0.05425288374253632,0.20130544285215027
True,0.9,1.0,0.2,15,0.99,0.2,14.17152797748666,11.0019394623128,57667.833333333336,86949,1507.7556234411443,45654,791.6718447892672,0.2986832222366355,0.04114586855551248,0.11485822479168134
True,0.9,2.0,0.1,5,0.9,0.05,8.75410172006704,4.29335367101797,60485.166666666664,27329,451.8297874685529,15557,257.20355679491666,0.21232748256401704,0.02356568647350893,0.07847558360170839
True,0.9,2.0,0.1,5,0.9,0.1,8.834467927721908,4.2262720245041905,60364.916666666664,39469,653.8400478202709,21363,353.897614370378,0.20090536313838628,0.0243014842226305,0.06307553019578073
True,0.9,2.0,0.1,5,0.9,0.02,9.418311850525848,4.529533711190587,61144.583333333336,18867,308.56371850872586,11156,182.45279290206955,0.2295471684794472,0.02649313921610688,0.09852495591856358
True,0.9,2.0,0.1,5,0.9,0.2,9.527229959469773,4.618990933810649,59450.083333333336,61170,1028.9304332346044,31417,528.4601507427099,0.19097093470385085,0.02347507997899728,0.05186109703485683
True,0.9,2.0,0.1,5,0.95,0.05,8.536809090260022,4.3314623344569005,60718.083333333336,30500,502.3215214577754,17241,283.9516508673281,0.21138207986885624,0.023358849472003503,0.07327999885620115
True,0.9,2.0,0.1,5,0.95,0.02,8.954216617277025,4.241740139077499,60866.25,19645,322.75686443636664,11634,191.14041032591953,0.22363864381981502,0.02524407969008129,0.09107601412065124
True,0.9,2.0,0.1,5,0.95,0.1,8.204429830738073,4.243032031874016,60086.083333333336,41593,692.2235182023568,22188,369.27019983828757,0.1936519697417238,0.023877586620164995,0.056393308126220516
True,0.9,2.0,0.1,5,0.95,0.2,9.305075892748576,4.7559951914301,59334.583333333336,66613,1122.6673595359648,33905,571.4205459154653,0.1864304800053254,0.02376074947804846,0.048494076658223945
True,0.9,2.0,0.1,5,0.99,0.05,8.544423434419366,4.174484900805872,60669.833333333336,33924,559.1576263876335,19041,313.84625527788387,0.20740451665969858,0.02286111000546055,0.06594619355230714
True,0.9,2.0,0.1,5,0.99,0.1,8.279261503701866,4.277677678681179,59916.75,46766,780.5162996991659,24906,415.6767514926961,0.18969770530129448,0.022317459246528042,0.050935963446147085
True,0.9,2.0,0.1,5,0.99,0.02,8.948001129778062,4.267286132639681,60818.416666666664,22523,370.3319033023166,13236,217.6314466149919,0.22308834543086878,0.024377398668587482,0.08682558038741668
True,0.9,2.0,0.1,5,0.99,0.2,9.482114826781926,4.668747015160761,59196.916666666664,75773,1280.0159918238985,38270,646.4863738680083,0.17637879895384614,0.023461468625478196,0.04054129975394708
True,0.9,2.0,0.1,10,0.9,0.05,8.73658434433131,4.278505052826325,60612.833333333336,27913,460.51303766804057,16021,264.31696257943173,0.21318054642102524,0.024194192406441137,0.07673432257499395
True,0.9,2.0,0.1,10,0.9,0.02,9.163873620604479,4.572072429015006,61113.083333333336,18541,303.3883906473928,11013,180.20691150421965,0.23038577560447834,0.025686349421148058,0.09745602956538879
True,0.9,2.0,0.1,10,0.9,0.1,8.513995349071672,4.349893576917076,60180.583333333336,39521,656.7068281990177,21382,355.29732042588483,0.20019248219170563,0.024161223064256093,0.06265757477797587
True,0.9,2.0,0.1,10,0.9,0.2,9.417959353733503,4.681825363242601,59668.833333333336,62375,1045.3531017030107,31955,535.5392122632419,0.18918600430096943,0.024657424986326518,0.05181509526815022
True,0.9,2.0,0.1,10,0.95,0.05,8.687075802411643,4.183427416979382,60559.5,31419,518.812077378446,17798,293.8927831306401,0.209917218999749,0.02360285791048282,0.07085506384657754
True,0.9,2.0,0.1,10,0.95,0.1,8.672595108864249,4.358761537910465,60095.166666666664,45832,762.65700791245,24578,408.9846382543244,0.19587525224642946,0.02355739417244127,0.05510043824560485
True,0.9,2.0,0.1,10,0.95,0.02,9.083680277641747,4.354284551565889,61096.583333333336,21266,348.0718370776325,12610,206.3945201518361,0.2243872585717364,0.024617798853614304,0.09013974282235991
True,0.9,2.0,0.1,10,0.95,0.2,9.589790788003489,4.64041980377042,59351.333333333336,70399,1186.1401597268243,35653,600.711020252283,0.18410905054937923,0.0227494486146045,0.04710498510311865
True,0.9,2.0,0.1,10,0.99,0.1,8.787171631497822,4.139903081244092,60047.0,51426,856.4291305144304,27238,453.6113377854014,0.1885032057292194,0.023182979680071145,0.047096748571199186
True,0.9,2.0,0.1,10,0.99,0.05,8.38506026544121,4.198226484781151,60401.416666666664,33598,556.2452315549994,18841,311.92976985915067,0.2058831292191137,0.022689745365285303,0.06259639989587006
True,0.9,2.0,0.1,10,0.99,0.02,8.771295001893305,4.203661899646918,60987.5,22067,361.82824349251894,13087,214.58495593359294,0.2214318742332463,0.023875512941475774,0.08297880506378691
True,0.9,2.0,0.1,10,0.99,0.2,9.613649409700807,4.810317415378747,59168.25,78159,1320.9618334157256,39324,664.6132004918178,0.17747002254156743,0.02379444034789731,0.040980261294543935
True,0.9,2.0,0.1,15,0.9,0.05,8.552836656205386,4.379712329262115,60729.0,27166,447.3315878739976,15374,253.15747007195904,0.2149668750503215,0.024043952940447522,0.07721682781757762
True,0.9,2.0,0.1,15,0.9,0.1,8.749758118051258,4.116849350001288,60095.416666666664,40017,665.8910482635254,21535,358.34679572069416,0.19849574327400388,0.024426390296769036,0.0625597325047257
True,0.9,2.0,0.1,15,0.9,0.02,9.018180420860228,4.45694758918031,61427.166666666664,18721,304.7674346041247,11170,181.8413676901914,0.22601215319639115,0.025727558849755385,0.094829254348972
True,0.9,2.0,0.1,15,0.9,0.2,9.713342608010107,4.534172936703288,59458.166666666664,64060,1077.3961524769516,32643,549.007845852406,0.18927633741161087,0.024192103256081107,0.05066081882689397
True,0.9,2.0,0.1,15,0.95,0.1,8.742185675383345,4.384529465544817,60249.5,45958,762.7947119893112,24505,406.7253670154939,0.19650109798566304,0.023931800897734893,0.056154431812795697
True,0.9,2.0,0.1,15,0.95,0.05,8.685661738235764,4.282910481300746,60462.666666666664,31444,520.0564535691447,17755,293.65228129755,0.2126868317711308,0.02409421154118054,0.06989751600813321
True,0.9,2.0,0.1,15,0.95,0.02,9.12591621452268,4.335704108820528,60892.916666666664,21770,357.5128470060147,12775,209.79451632989606,0.22331164578443355,0.024054831847003178,0.0881345016786803
True,0.9,2.0,0.1,15,0.95,0.2,9.599241800532747,4.85428917641399,59286.666666666664,71304,1202.69875182728,36083,608.6191386483752,0.18390862840072644,0.02380295364743368,0.04601445465582499
True,0.9,2.0,0.1,15,0.99,0.05,8.61031400470731,4.2065672225370525,60619.083333333336,34621,571.1237797778202,19294,318.28260902438586,0.20769873328199326,0.024202776157055374,0.06551926689581831
True,0.9,2.0,0.1,15,0.99,0.02,8.828311386301774,4.32597547335743,60981.833333333336,22292,365.5514893779841,13254,217.34341648195775,0.22326875707210603,0.02426087992850141,0.08579192975111637
True,0.9,2.0,0.1,15,0.99,0.1,8.231386773613735,4.2312758408143205,59867.083333333336,47779,798.0846458473981,25373,423.8222172729867,0.18780670138202796,0.02267192509557396,0.04791399910156377
True,0.9,2.0,0.1,15,0.99,0.2,9.569053053961937,4.739696473967645,59106.083333333336,78807,1333.3145347419118,39732,672.2150709247355,0.17609385892691756,0.02300786214261116,0.04083273866400238
True,0.9,2.0,0.15,5,0.9,0.1,11.882609130793464,7.620742166093866,59382.666666666664,44309,746.160495767564,24846,418.40492175045466,0.27791523197988516,0.02628522248389319,0.09075927203745876
True,0.9,2.0,0.15,5,0.9,0.05,12.066569216795129,8.038662805816784,59948.083333333336,31160,519.7830900904532,18605,310.351873913122,0.2948532664561931,0.02680975382891487,0.11485066968088446
True,0.9,2.0,0.15,5,0.9,0.02,12.55015604629493,8.328587492463816,60459.0,22028,364.3460857771382,13641,225.62397657916935,0.30619983550432933,0.02860802687899579,0.13784467997996414
True,0.9,2.0,0.15,5,0.9,0.2,12.593752345266404,8.176237927168074,58479.916666666664,69702,1191.8963632814114,36871,630.489954528549,0.2648997217792773,0.027381378238821547,0.0747756343716973
True,0.9,2.0,0.15,5,0.95,0.02,12.456139753346628,8.04401756271632,60365.25,24228,401.35674084013567,14834,245.73740686901817,0.3033736556652656,0.027784440143452428,0.12805806899990216
True,0.9,2.0,0.15,5,0.95,0.1,11.495647583817565,7.6371877686591985,59094.416666666664,47264,799.8048320977871,26559,449.4333220989575,0.27452994126406915,0.025324151772891424,0.08417422126058179
True,0.9,2.0,0.15,5,0.95,0.05,11.902049229102017,7.758635334975195,59778.5,33483,560.1177680938799,19806,331.3231345717942,0.29081813530235784,0.02546932392715798,0.10713720119170556
True,0.9,2.0,0.15,5,0.95,0.2,12.57244436062331,8.154194035300034,58005.75,78590,1354.8656814195144,41041,707.5333048878774,0.25705126336789647,0.025914885337833662,0.06900435761428557
True,0.9,2.0,0.15,5,0.99,0.02,12.02940418728137,7.895177926383613,60330.75,25803,427.6923459429893,15825,262.30404893027185,0.29953711410907535,0.026593839416230804,0.12437474885858003
True,0.9,2.0,0.15,5,0.99,0.1,11.561545679717815,7.467159861005499,58925.166666666664,52768,895.5087102002257,29239,496.2056393561325,0.2696749171435657,0.025007391542372023,0.07784791300372768
True,0.9,2.0,0.15,5,0.99,0.05,11.672323259946815,7.611683653055647,59748.25,37023,619.649947906424,21824,365.26592829078675,0.2876191220454892,0.0260979332617062,0.09975413309348548
True,0.9,2.0,0.15,5,0.99,0.2,12.610166613214398,8.122899242849092,57908.5,85227,1471.752851481216,43920,758.4378804493296,0.25097048575786696,0.025299375601233312,0.06120433883118579
True,0.9,2.0,0.15,10,0.9,0.02,12.763298090884652,8.087105309549502,60587.083333333336,22562,372.3896044949074,13931,229.93349792653825,0.30639518528583937,0.02829409560009727,0.1375403097129816
True,0.9,2.0,0.15,10,0.9,0.1,11.858665641934174,7.67030719554974,59345.333333333336,44698,753.1847491518569,25215,424.88597811678534,0.2780580930149729,0.026358277060255373,0.09104224428494627
True,0.9,2.0,0.15,10,0.9,0.05,11.916732855051277,7.601956927296872,59843.75,31165,520.7728459530026,18518,309.43916449086163,0.29127966642197006,0.025925433189996433,0.1122943258484959
True,0.9,2.0,0.15,10,0.9,0.2,12.556028709990402,8.184987548445678,58439.583333333336,71089,1216.4528893800577,37246,637.341984242986,0.26142533868411083,0.026314535341223817,0.07114626405099989
True,0.9,2.0,0.15,10,0.95,0.1,11.605780055671367,7.443898395212809,59350.833333333336,49878,840.3925808399207,27820,468.7381530728296,0.27138831387320894,0.02490363407983569,0.08285136399385662
True,0.9,2.0,0.15,10,0.95,0.02,12.351963778141284,7.809651271778503,60358.916666666664,25075,415.4315780463257,15466,256.23388977325914,0.29996457185668685,0.02760203098865505,0.1276843515103138
True,0.9,2.0,0.15,10,0.95,0.05,11.768181925696526,7.766389590740517,59874.5,34101,569.5412905326975,20420,341.04668932517177,0.2897038406300015,0.025512002480527093,0.10576406745201901
True,0.9,2.0,0.15,10,0.95,0.2,12.622623224244476,7.960328337875751,58359.416666666664,81462,1395.8672764892272,42518,728.55423217904,0.2520787911107502,0.025638804065784282,0.0639855534474812
True,0.9,2.0,0.15,10,0.99,0.02,12.020595971663496,7.614610127429754,60279.333333333336,25538,423.6609562149548,15899,263.75540539045994,0.2985851335296386,0.027191371932377622,0.12443237693386495
True,0.9,2.0,0.15,10,0.99,0.05,11.618514351234886,7.379181930081297,60022.583333333336,38419,640.0757492665955,22787,379.6404408896096,0.2833897483464144,0.024714020850669715,0.09604527013848785
True,0.9,2.0,0.15,10,0.99,0.1,11.464821969260262,7.600518764285215,58889.333333333336,53403,906.8365521769647,29785,505.77920166640246,0.26839324598414077,0.024914046066005432,0.07285635661872418
True,0.9,2.0,0.15,10,0.99,0.2,12.31896017709438,8.125125629402419,58038.5,88270,1520.8869974241236,45641,786.391791655539,0.24397939981397057,0.02532073355967314,0.058022915150549866
True,0.9,2.0,0.15,15,0.9,0.02,12.59652785553083,8.194072271440549,60508.666666666664,22617,373.78116633429926,14035,231.9502440421758,0.304997945204131,0.028606225663506415,0.13562858424882565
True,0.9,2.0,0.15,15,0.9,0.05,11.996351417094155,7.748101294874207,60107.583333333336,32059,533.3603219782307,19012,316.299524047853,0.29229267535319675,0.026343654212634706,0.1122877581563133
True,0.9,2.0,0.15,15,0.9,0.2,12.506370978907642,8.0575810281654,58619.666666666664,72187,1231.4467840713298,37960,647.564241807357,0.26014840349616253,0.02674892339042871,0.07283997377923215
True,0.9,2.0,0.15,15,0.9,0.1,12.079096046819492,8.051984797184218,59679.75,46719,782.8283462983675,26315,440.93683368311696,0.2809822273680531,0.026119333757492313,0.09118626844780582
True,0.9,2.0,0.15,15,0.95,0.1,11.614613350906543,7.520585039697566,59059.333333333336,50126,848.7396855140028,27977,473.71005429568004,0.2711339164769187,0.024845595883092337,0.07960690471645045
True,0.9,2.0,0.15,15,0.95,0.2,12.491463015908783,8.037850000852798,58197.75,81134,1394.1088787796778,41965,721.0759866146028,0.2502474897049431,0.02606125328520666,0.06432194732505242
True,0.9,2.0,0.15,15,0.95,0.05,11.699224159038254,7.775972720429736,59873.833333333336,34649,578.7002112776032,20675,345.3094423551746,0.2894133024725654,0.024591189868304778,0.10279926283992386
True,0.9,2.0,0.15,15,0.95,0.02,12.15554228006944,8.062216646173365,60330.166666666664,24400,404.4411170752056,14985,248.3832024332769,0.3020253300283215,0.027314374143466973,0.12903628219899468
True,0.9,2.0,0.15,15,0.99,0.1,11.606902438840786,7.6172617018622155,58906.333333333336,54806,930.3923177473841,30528,518.2464817025899,0.269106741095463,0.02453376496332274,0.07348440363182633
True,0.9,2.0,0.15,15,0.99,0.05,11.386696379161469,7.460219847620695,59791.416666666664,36544,611.1914056783513,21737,363.5471646571345,0.28442426500144175,0.024437361704310493,0.09419614197982785
True,0.9,2.0,0.15,15,0.99,0.02,12.074149026107719,7.853811800113014,60276.083333333336,26439,438.6316850381508,16285,270.1734933562648,0.2988903317799882,0.02675126091413618,0.1242672688907402
True,0.9,2.0,0.15,15,0.99,0.2,12.621291443714211,8.353555169543148,58321.666666666664,90854,1557.8087045980626,46812,802.6519589632213,0.24507534470537784,0.02502843570225328,0.05762930172018918
True,0.9,2.0,0.2,5,0.9,0.2,14.864927695739162,11.698547086513381,57699.583333333336,73003,1265.225774305129,39329,681.6167072263664,0.32126941808162957,0.02767723751509049,0.09465201754101266
True,0.9,2.0,0.2,5,0.9,0.05,14.277120388110388,11.435208426579981,59194.083333333336,33066,558.6031261570342,20228,341.7233422822382,0.3486634819706247,0.028568331349288545,0.14210670448080792
True,0.9,2.0,0.2,5,0.9,0.1,14.00341683054531,11.038963611762677,58842.25,45043,765.4873836401565,26556,451.308371110894,0.33376001800613647,0.027407504656320043,0.11616379142592713
True,0.9,2.0,0.2,5,0.9,0.02,14.97419108171355,11.640432146297485,59864.5,24424,407.98803965622363,15353,256.46251117106135,0.35556527044118824,0.030872003849126417,0.16215735781376997
True,0.9,2.0,0.2,5,0.95,0.1,13.689868204217424,11.105650617203624,58606.666666666664,48676,830.5539756569219,28541,486.992378568991,0.3318928454964687,0.026924030897480897,0.10735015692374283
True,0.9,2.0,0.2,5,0.95,0.02,14.802652274723746,12.1905741681089,59857.833333333336,27467,458.8706017313245,17122,286.0444330594436,0.35933964100027177,0.029830161402232217,0.16445575476583116
True,0.9,2.0,0.2,5,0.95,0.2,14.410431164072163,11.584815489884159,57302.083333333336,79389,1385.447009634612,42629,743.9345573532084,0.3114328591640732,0.02662594974720062,0.08417364401860873
True,0.9,2.0,0.2,5,0.95,0.05,14.122132940377854,11.172244088704344,59061.75,36713,621.6036605755841,22423,379.65349824548036,0.3444786068030483,0.027605886822204422,0.12961963575863297
True,0.9,2.0,0.2,5,0.99,0.1,13.792687495950597,10.93086849000126,58259.666666666664,52752,905.4634710119636,30684,526.6765458092791,0.32941226279145586,0.026433544449551673,0.10019011149560518
True,0.9,2.0,0.2,5,0.99,0.2,14.65800264020974,11.83190208024058,57401.0,88993,1550.3736868695669,47604,829.3235309489381,0.30830410808810366,0.026778080875585395,0.07731662261946116
True,0.9,2.0,0.2,5,0.99,0.05,14.043281831680522,11.065447813583177,59178.833333333336,39576,668.7526227001208,23983,405.263143071988,0.3424809754420879,0.02652670182412578,0.12526118283894996
True,0.9,2.0,0.2,5,0.99,0.02,14.726811525348396,11.760108415888661,59622.833333333336,28532,478.5414983633228,17760,297.8724593765811,0.35559182667321676,0.029015042217979434,0.15761036347571075
